Name	InChIKey	ChEBI ID	HMDB ID	KEGG ID	PubChem Compound ID	LMSD I
Dimethylallyl diphosphate	CBIDRCWHNCKSTO-UHFFFAOYSA-N	16057	HMDB01120	C00235	647	LMPR01010001
DNA		16991				
DNA 5-methylcytosine				C02967		
Deamino-NAD+	SENPVEZBRZQVST-HISDBWNOSA-O	18304	HMDB01179	C00857	165491	
docosenoic acid (C22:1)	DPUOLQHDNGRHBS-KTKRTIGZSA-N	28792	HMDB02068	C08316	5281116	LMFA01030089
13-docosenoylcoa				C16531	24892791	
2,4,7,10,13,16,19-docosaheptenoylcoa						
2,4,7,10,13,16-docosahexenoylcoa						
Behenic acid	UKMSUNONTOPOIO-UHFFFAOYSA-N	28941	HMDB00944	C08281	8215	LMFA01010022
3,7,10,13,16,19-docosahexenoylcoa						
docosanoylcoa	NDDZLVOCGALPLR-JEAMVCTESA-J		HMDB12930		53481548	
docosanedioicacid				C19625	244872	LMFA01170037
Dodecanedioic acid	TVIDDXQYHWJXFK-UHFFFAOYSA-N	4676	HMDB00623	C02678	12736	LMFA01170009
Dolichol diphosphate, human liver homolog		15750				
Dolichol diphosphate, human uterine homolog		15750				
Dolichyl beta-D-glucosyl phosphate, human liver homolog		15812				
Dolichyl beta-D-glucosyl phosphate, human uterine homolog		15812				
Dolichol, human liver homolog		16091				
Dolichol, human uterine homolog		16091				
Dolichyl phosphate D-mannose, human liver homolog		15809				
Dolichyl phosphate D-mannose, human uterine homolog		15809				
dolichyl phosphate(2-)		57683				
dolichyl phosphate(2-)		57683				
dopaminium(1+)	VYFYYTLLBUKUHU-UHFFFAOYSA-N	18243	HMDB00073	C03758	681	
L-dopaquinone	AHMIDUVKSGCHAU-LURJTMIESA-N	16852	HMDB01229	C00822	439316	
dopamine 3-O-sulfate	NZKRYJGNYPYXJZ-UHFFFAOYSA-N	37946	HMDB06275	C13690	122136	
Dephospho-CoA	KDTSHFARGAKYJN-IBOSZNHHSA-N	15468	HMDB01373	C00882	444485	
2-deoxy-D-ribose	ASJSAQIRZKANQN-CRCLSJGQSA-N	28816	HMDB03224	C01801	22833604	
disialyl-T antigen						
desmosterol	AVSXSVCZWQODGV-DPAQBDIFSA-N	17737	HMDB02719	C01802	439577	LMST01010016
dTDP	UJLXYODCHAELLY-XLPZGREQSA-N	18075	HMDB01274	C00363	164628	
dTDP-4-dehydro-6-deoxy-alpha-D-glucose(2-)	PSXWNITXWWECNY-UCBTUHGZSA-N	16128	HMDB01399	C11907	439292	
dTDP-4-dehydro-6-deoxy-L-mannose(2-)	PSXWNITXWWECNY-WPTIAVDBSA-N	15744	HMDB01399	C11907	439293	
dTDP-glucose(2-)	YSYKRGRSMLTJNL-URARBOGNSA-N	35248	HMDB01328	C00842	443210	
dTDP-L-rhamnose	ZOSQFDVXNQFKBY-CZRCVJRHSA-N	35452	HMDB06354	C03319	439975	
dTMP	GYOZYWVXFNDGLU-XLPZGREQSA-N	17013	HMDB01227	C00364	9700	
1,4-dithiothreitol	VHJLVAABSRFDPM-UHFFFAOYSA-N	42106	HMDB13593	C00265	439196	
trans-1,2-dithiane-4,5-diol		42147		C01119	439407	
dTTP	NHVNXKFIZYSCEB-XLPZGREQSA-N	18077	HMDB01342	C00459	64968	
dUDP	QHWZTVCCBMIIKE-SHYZEUOFSA-N	28850	HMDB01000	C01346	145729	
dUMP	JSRLJPSBLDHEIO-SHYZEUOFSA-N	17622	HMDB01409	C00365	65063	
Deoxyuridine	MXHRCPNRJAMMIM-SHYZEUOFSA-N	16450	HMDB00012	C00526	13712	
dUTP	AHCYMLUZIRLXAA-SHYZEUOFSA-N	17625	HMDB01191	C00460	65070	
phosphorylase-limit dextrin (glycogenin-1,6{4[1,4-Glc], 4[1,4-Glc]})						
erythro-4-hydroxy-L-glutamate(1-)	HBDWQSHEVMSFGY-STHAYSLISA-N	16338	HMDB02273	C05947	440854	
D-Erythrose 4-phosphate	NGHMDNPXVRFFGS-IUYQGCFVSA-N	48153	HMDB01321	C00279	122357	
aflatoxin B1 exo-8,9-epoxide	KHBXRZGALJGBPA-IRWJRLHMSA-N	30725	HMDB06558	C19586	104756	
16alpha-hydroxydehydroepiandrosterone	QQIVKFZWLZJXJT-DNKQKWOHSA-N	27771	HMDB00352	C05139	102030	LMST02020064
ebastine	MJJALKDDGIKVBE-UHFFFAOYSA-N	211060			3191	
hydroxylated ebastine						
ecgonine	PHMBVCPLDPDESM-RLXKETGRSA-N	4743	HMDB06548	C10858	443003	
ecgoninium methyl ester(1+)	QIQNNBXHAYSQRY-UYXSQOIJSA-N	31529	HMDB06406	C12448		
11-eicosenoylcoa				C16530	24892790	
eicosatetranoic acid	HQPCSDADVLFHHO-LTKCOYKYSA-N	71488	HMDB02177		11722594	LMFA01030818
eicosatetranoyl coenzyme A	PLHICYKOPITJJT-ARIYRTGNSA-N			C16164	23724641	
Eicosatetranoyl carnitine						
2,5,8,11,14-eicosapentaenoylcoa						
5,8,11,14-eicosatetraenoylcoa						
elaidate	ZQPPMHVWECSIRJ-UHFFFAOYSA-N	16196	HMDB00573	C00712	445639	LMFA01030002
Elaidic carnitine	IPOLTUVFXFHAHI-UHFFFAOYSA-N		HMDB06464		6441392	
(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol (H7)						
(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol						
phosphoethanolaminyl-trimannosyl-glucosaminyl-acylphosphatidylinositol (H6')						
(phosphoethanolaminyl-mannosyl),(phosphoethanolaminyl)-dimannosyl-glucosaminyl-acylphosphatidylinositol (H7')						
phosphoethanolaminyl-mannosyl-glucosylaminyl-acylphosphatidylinositol (H5)						
L-erythrulose	UQPHVQVXLPRNCX-VKHMYHEASA-N	27913	HMDB06293	C02045	5460032	
estradiol	VOXZDWNPVJITMN-ZBRFXRBCSA-N	16469	HMDB00151	C00951	5757	LMST02010001
17beta-estradiol 3-glucosiduronic acid	MUOHJTRCBBDUOW-QXYWQCSFSA-N	36489	HMDB06224	C05503	13783824	LMST05010007
estriol	PROQIPRRNZUXQM-ZXXIGWHRSA-N	27974	HMDB00153	C05141	5756	LMST02010003
16-Glucuronide-estriol	FQYGGFDZJFIDPU-JRSYHJKYSA-N		HMDB06766	C05504	122281	LMST05010008
estrone	DNXHEGUUPJUMQT-CBZIJGRNSA-N	17263	HMDB00145	C00468	5870	LMST02010004
estrone 3-glucosiduronic acid	FJAZVHYPASAQKM-JBAURARKSA-N		HMDB04483	C11133	115255	LMST05010011
estrone 3-sulfate(1-)	JKKFKPJIXZFSSB-CBZIJGRNSA-N	17474	HMDB01425	C02538	3001028	LMST02010043
Electron transfer flavoprotein oxidized						
Electron transfer flavoprotein reduced						
etha[c]	HZAXFHJVJLSVMW-UHFFFAOYSA-N	16000	HMDB00149	C00189	700	
O-phosphonatoethanaminium(1-)	SUHOOTKUPISOBE-UHFFFAOYSA-N	17553	HMDB00224	C00346	1015	
ethanol	LFQSCWFLJHTTHZ-UHFFFAOYSA-N	16236	HMDB00108	C00469	702	
F1alpha						
D-Fructose 1-phosphate	RHKKZBWRNHGJEZ-ARQDHWQXSA-N	37515	HMDB01076	C01094	10400369	
beta-D-fructofuranose 2,6-bisphosphate(4-)	YXWOAJXNVLXPMU-ZXXMMSQZSA-N	28602	HMDB01047	C00665	105021	
Formyl-5-hydroxykynurenamine	CKAXPTWYSHDIBN-UHFFFAOYSA-N		HMDB12948	C05647	440743	
D-Fructose 6-phosphate	GSXOAOHZAIYLCY-HSUXUTPPSA-N	15946	HMDB00124	C00085	69507	
Flavin adenine dinucleotide oxidized	VWWQXMAJTJZDQX-UYBVJOGSSA-N	16238	HMDB01248	C00016	643975	
Flavin adenine dinucleotide reduced	YPZRHBJKEMOYQH-UYBVJOGSSA-N	17877	HMDB01197	C01352	446013	
formaldehyde	WSFSSNUMVMOOMR-UHFFFAOYSA-N	16842	HMDB01426	C00067	712	
D-Fructose 1,6-bisphosphate	RNBGYGVWRKECFJ-ZXXMMSQZSA-N	37736	HMDB01058	C00354	172313	
Fe2+	CWYNVVGOOAEACU-UHFFFAOYSA-N	29033	HMDB00692	C14818	27284	
Fe3+	VTLYFUHAOXGGBS-UHFFFAOYSA-N	29034	HMDB12943	C14819	29936	
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide	VDXLUNDMVKSKHO-XVFCMESISA-N	58426	HMDB01308	C04376	130805	
Ferricytochrome c		15991				
FMN	FVTCRASFADXXNN-SCRDCRAPSA-N	17621	HMDB01520	C00061	643976	
N4-{N-Acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1,3)-[N-acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1,6)]-beta-D-mannosyl-(1,4)-N-acetyl-beta-D-glucosaminyl-(1,4)-[alpha-L-fucosyl-(1,6)]-N-acetyl-beta-D-glucosaminyl}asparagine						
Formyl-N-acetyl-5-methoxykynurenamine	JYWNYMJKURVPFH-UHFFFAOYSA-N		HMDB04259	C05642	171161	
Ferrocytochrome C		16928				
Folate	OVBPIULPVIDEAO-LBPRGKRZSA-N	27470	HMDB00121	C00504	6037	
Formate	BDAGIHXWWSANSR-UHFFFAOYSA-N	30751	HMDB00142	C00058	284	
N-Formimidoyl-L-glutamate	NRXIKWMTVXPVEF-BYPYZUCNSA-N	7274	HMDB00854	C00439	439233	
formyl-CoA(4-)	SXMOKYXNAPLNCW-GORZOVPNSA-N	15522	HMDB03419	C00798	439313	
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine	PMCOGCVKOAOZQM-XVFCMESISA-N	58478	HMDB00999	C04640		
5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	ABCOOORLYAOBOZ-KQYNXXCUSA-N	18381	HMDB01439	C04734	166760	
Farnesyl diphosphate	VWFJDQUYCIWHTN-UHFFFAOYSA-N	50277	HMDB00961	C00448	445713	LMPR0103010002
D-Fructose	RFSUNEUAIZKAJO-ARQDHWQXSA-N	28645	HMDB00660	C02336	439709	
Type IIH glycolipid						
V3Fuc-nLc6Cer						
III3Fuc-nLc6Cer						
Lea glycolipid						
L-Fucose 1-phosphate	PTVXQARCLQPGIR-DHVFOXMCSA-N	28319	HMDB01265	C02985	439871	
L-fucose	SHZGCJCMOBCMKK-DHVFOXMCSA-N	2181	HMDB00174	C01019	17106	
(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1		62656				
IV3-a-NeuAc,III3-a-Fuc-nLc4Cer		62374				
IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer						
Ley glycolipid		62562				
V3Fuc,III3Fuc-nLc6Cer						
(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1						
(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1						
(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1						
(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1						
(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1						
Leb glycolipid						
Lacto-N-fucopentaosyl III ceramide						
Type IIIH glycolipid		27718				
(Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1						
(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)1 (Cer)1		62671				
VI2Fuc-nLc6		61648				
Type IH glycolipid		28743				
(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1						
fucosyl galactosylgloboside						
Fumarate	VZCYOOQTPOCHFL-OWOJBTEDSA-N	18012	HMDB00134	C00122	444972	
glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)						
glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)						
glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)						
(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)				C05875		
alpha-D-Glucosyl-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog				C05870		
alpha-D-Glucosyl-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog						
D-Glucose 1-phosphate	HXXFSFRBOHSIMQ-VFUOTHLCSA-N	16077	HMDB01586	C00103	65533	
(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)				C05874		
(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog						
(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog						
(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)				C05873		
(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog						
(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog						
Glyceraldehyde 3-phosphate	LXJXRIRHZLFYRP-UHFFFAOYSA-N	17138	HMDB01112	C00661	729	
sn-Glycero-3-phosphocholine	SUHOQUVVVLNYQR-MRVPVSSYSA-O	16870	HMDB00086	C00670	439285	
D-Glucose 6-phosphate	NBSCHQHZLSJFNQ-GASJEMHNSA-N	4170	HMDB01401	C00092	5958	
gibberellin A1(1-)						
GA2						
glucosaminyl-acylphosphatidylinositol						
D-Galactose	WQZGKKKJIJFFOK-PHYPRBDBSA-N	28061	HMDB00143	C00984	439357	
Lactoneotetraosylceramide						
(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl phosphate	HXXFSFRBOHSIMQ-FPRJBGLDSA-N	17973	HMDB00645	C00446	123912	
(Gal)3 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1		62575				
(Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1						
nLc8Cer						
i-antigen		62266				
I-antigen		62266				
Gal-GlcNAc-Gal globoside						
Lc4Cer						
(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1						
(Gal)4 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1						
Type IB glycolipid		28287				
(Gal)6 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1		62306				
Gal-Gal-Gal-Gal-Gal-Glc-Cer						
Gal-Gal-Gal-Gal-Glc-Cer						
galactosylgloboside		62571				
galactosyl glucosyl ceramide						
D-galactosyl-N-acylsphingosine						
galactitol	FBPFZTCFMRRESA-GUCUJZIJSA-N	16813	HMDB00107	C01697	11850	
Gal-Gal-Gal-Glc-Cer						
D-Glucosamine	MSWZFWKMSRAUBD-IVMDWMLBSA-N	47977	HMDB01514	C00329	439213	
D-Glucosamine 6-phosphate	XHMJOUIAFHJHBW-UKFBFLRUSA-N	15873	HMDB01254	C00352	121988	
N1-(5-Phospho-D-ribosyl)glycinamide	OBQMLSFOUZUIOB-SHUUEZRQSA-N	58457	HMDB02022	C03838	160913	
globoside		18259				
glycolaldehyde	WGCNASOHLSPBMP-UHFFFAOYSA-N	17071	HMDB03344	C00266	756	
glycocholate	RFDAIACWWDREDC-FRVQLJSFSA-N	17687	HMDB00138	C01921	10140	LMST05030001
N-acetylneuraminosyl-D-galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminosyl)-D-galactosyl-D-glucosylceramide dianion						
GD1beta						
GD1b						
GD1c						
GD2		28648				
GD3						
GDP	QGWNDRXFNXRZMB-UUOKFMHZSA-N	17552	HMDB01201	C00035	8977	
GDP-4-dehydro-6-deoxy-alpha-D-mannose(2-)	PNHLMHWWFOPQLK-BKUUWRAGSA-N	16955	HMDB01346	C01222	439446	
GDP-L-fucose(2-)	LQEBEXMHBLQMDB-QIXZNPMTSA-N	17009	HMDB01095	C00325	439211	
GDP-alpha-D-mannose(2-)	MVMSCBBUIHUTGJ-GDJBGNAASA-N	15820	HMDB01163	C00096	18396	
2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3-)	OINNEUNVOZHBOX-UHFFFAOYSA-N	48861	HMDB04486	C00353	735	LMPR0104010001
primed glycogenin (glycogenin-8[1,4-Glc])						
D-glucurono-6,3-lactone	UYUXSRADSPPKRZ-SKNVOMKLSA-N	18268	HMDB06355	C02670	92283	
glucose-1,3-mannose oligosaccharide	QIGJYVCQYDKYDW-WPMDEUETSA-N	27554		C04147	440240	
(2)[glucose-1,3]-mannose oligosaccharide						
glucose-1,2-(2)[glucose-1,3]-mannose oligosaccharide						
D-glucose	WQZGKKKJIJFFOK-GASJEMHNSA-N	4167	HMDB00122	C00031	5793	
D-gluconate	RGHNJXZEOKUKBD-SQOUGZDYSA-N	33198	HMDB00625	C00257	10690	
D-glucarate(2-)	DSLZVSRJTYRBFB-LLEIAEIESA-N	16002	HMDB00663	C00818	33037	LMFA01170108
D-glucuronate	AEMOLEFTQBMNLQ-WAXACMCWSA-N	47952	HMDB00127	C00191	444791	
D-Glucuronate 1-phosphate	AIQDYKMWENWVQJ-AQKNRBDQSA-N	35145	HMDB03976	C05385	440650	
beta glucan-glycocholate complex						
L-glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N	18050	HMDB00641	C00064	5961	
beta glucan-taurocholic acid complex						
beta glucan-taurodeoxycholic acid complex						
L-Glutamate 5-phosphate	PJRXVIJAERNUIP-VKHMYHEASA-N	17798	HMDB01228	C03287	193475	
L-Glutamate 5-semialdehyde	KABXUUFDPUOJMW-BYPYZUCNSA-N	17232	HMDB02104	C01165	193305	
L-glutamate(1-)	WHUUTDBJXJRKMK-VKHMYHEASA-N	16015	HMDB00148	C00025	33032	
5-L-Glutamyl-L-alanine	WQXXXVRAFAKQJM-WHFBIAKZSA-N	50619	HMDB06248	C03740	440103	
gamma-L-Glutamyl-L-cysteine	RITKHVBHSGLULN-WHFBIAKZSA-N	17515	HMDB01049	C00669	123938	
D-glucosyl-N-acylsphingosine		18368				
glutaryl-CoA(5-)	SYKWLIJQEHRDNH-CKRMAKSASA-N	15524	HMDB01339	C00527	439252	
glyoxylate	HHLFWLYXYJOTON-UHFFFAOYSA-N	16891	HMDB00119	C00048	760	
Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N	15428	HMDB00123	C00037	750	
D-Glyceraldehyde	MNQZXJOMYWMBOU-VKHMYHEASA-N	17378	HMDB01051	C02154	79014	
glycine betaine	KWIUHFFTVRNATP-UHFFFAOYSA-N	17750	HMDB00043	C00719	247	
Glycerol	PEDCQBHIVMGVHV-UHFFFAOYSA-N	17754	HMDB00131	C00116	753	
Glycerol 3-phosphate	AWUCVROLDVIAJX-GSVOUGTGSA-N	15978	HMDB00126	C00093	439162	
D-glycerate	RBNPOMFGQQGHHO-UWTATZPHSA-N	32398	HMDB00139	C00258	439194	
(S)-Glycerate	RBNPOMFGQQGHHO-REOHCLBHSA-N	33871	HMDB06372		6326776	
glycolate	AEMRFAOFKBGASW-UHFFFAOYSA-N	17497	HMDB00115	C00160	757	
Glycyl-glycine	YMAWOPBAYDPSLA-UHFFFAOYSA-N	17201	HMDB11733	C02037	11163	
glycogen, structure 1 (glycogenin-11[1,4-Glc])						
glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})						
glycogen, structure 3 (glycogenin-7[1,4-Glc])						
glycogen, structure 4 (glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})						
glycogen, structure 5 (glycogenin-2[1,4-Glc])						
Glycylleucine	DKEXFJVMVGETOO-LURJTMIESA-N	185298	HMDB00759	C02155	92843	
Glycylphenylalanine					97415	
Glycylproline	KZNQNBZMBZJQJO-UHFFFAOYSA-N	70744	HMDB00721		79101	
Glycylsarcosine					93131	
ganglioside GM1						
GM1alpha						
GM1b		62370				
N-acetyl-beta-D-galactosaminyl-(1->4)-[alpha-N-acetylneuraminosyl-(2->3)]-beta-D-galactosyl-beta-D-glucosyl-(1<->1)-ceramide anion						
GM2alpha						
alpha-N-acetylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide(1-)		60065				
GMP	RQFCJASXJCIDSX-UUOKFMHZSA-N	17345	HMDB01397	C00144	6804	
GlcNAc-alpha-1,4-Core 1						
GlcNAc-alpha-1,4-Core 2						
GP1c						
GP1c alpha						
6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol		17049				
{[PE-Man-],[PE-]Man},{PE-}Man-GlcN-acylPI						
{[(Prot-PE-Man),(PE)-Man],[PE]}-Man-GlcN-acylPI						
glycophosphatidylinositol (GPI) signal sequence (C-terminal peptide)						
GQ1b						
GQ1balpha						
GQ1c						
Geranyl diphosphate	GVVPGTZRZFNKDS-UHFFFAOYSA-N	17211	HMDB01285	C00341	445995	LMPR0102010001
Guanosine	NYHBQMYGNKIUIF-UUOKFMHZSA-N	16750	HMDB00133	C00387	6802	
GT1a		27691				
GT1aalpha						
GT1b		28058				
GT1c						
GT2						
GT3						
Oxidized glutathione	YPZRWBKMTBYPTK-BJDJZHNGSA-N	17858	HMDB03337	C00127	65359	
Reduced glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N	16856	HMDB00125	C00051	124886	
GTP	XKMLYUALXHKNFT-UUOKFMHZSA-N	15996	HMDB01273	C00044	6830	
Guanine	UYTPUPDQBNUYGX-UHFFFAOYSA-N	16235	HMDB00132	C00242	764	
guanidinoacetic acid	BPMFZUMJYQTVII-UHFFFAOYSA-N	16344	HMDB00128	C00581	763	
L-gulono-1,4-lactone	SXZYCXMUPBBULW-SKNVOMKLSA-N	17587	HMDB03466	C01040	439373	
L-gulonate	RGHNJXZEOKUKBD-QTBDOELSSA-N	16154	HMDB03290	C00800	152304	
gums						
guar gum-deoxyxholic acid complex						
guar gum-glycocholate complex						
guar gum-taurocholic acid complex						
proton	GPRLSGONYQIRFK-FTGQXOHASA-N	15378	HMDB01362	C00282	1038	
Hydrogen	UFHFLCQGNIYNRP-UHFFFAOYSA-N	18276	HMDB01362	C00282	783	
Water	XLYOFNOQVPJJNP-UHFFFAOYSA-N	15377	HMDB02111	C00001	962	
Hydrogen peroxide	MHAJPDPJQMAIIY-UHFFFAOYSA-N	16240	HMDB03125	C00027	784	
3-hydroxy-L-kynurenine	VCKPUUFAIGNJHC-LURJTMIESA-N	17380	HMDB11631	C03227	11811	
hyaluronan		16336				
hyaluronan degradation product 1						
hyaluronan biosynthesis, precursor 1	DLGJWSVWTWEWBJ-UCFDOFRFSA-N	16126		C04794	440484	
Bicarbonate	BVKZGUZCCUSVTD-UHFFFAOYSA-M	17544	HMDB00595	C00288	769	
umbelliferone	ORHBXUUXSCNDEV-UHFFFAOYSA-N	27510		C09315	5281426	
L-homocysteine	FFFHZYDWPBMWHY-VKHMYHEASA-N	17588	HMDB00742	C05330	91552	
Hexadecanoate (n-C16:0)	IPCSVZSSVZVIGE-UHFFFAOYSA-N	15756	HMDB00220	C00249	985	LMFA01010001
Hexadecenoate (n-C16:1)	SECPZKHBENQXJG-UHFFFAOYSA-N	28716	HMDB03229	C08362	445638	LMFA01030056
Hexadecenoyl carnitine	XOMRRQXKHMYMOC-OAQYLSRUSA-N	17490	HMDB00222	C02990	11953816	LMFA07070004
Hexadecenoyl-CoA (n-C16:1CoA)	QBYOCCWNZAOZTL-KTKRTIGZSA-N		HMDB06532			
trans-Hexadec-2-enoyl-CoA	JUPAQFRKPHPXLD-BBECNAHFSA-N	61526	HMDB03945	C05272	46173176	LMFA07050020
trans-Hexadec-2-enoyl carnitine	SOYNLLDADLOGAM-UHFFFAOYSA-N		HMDB06317		53477817	
cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)						
2,4,7,10,13-hexadecapentenoylcoa						
heptanoylcoa	CHVYGJMBUXUTSX-AXEMQUGESA-N	37283	HMDB12969		53481563	
4,17 dihydroxy estradiol	QOZFCKXEVSGWGS-JNYWYMJGSA-N	62845	HMDB05896	C14209	44348689	LMST02010028
cerotate	XMHIUKTWLZUKEX-UHFFFAOYSA-N	31009	HMDB02356		10469	LMFA01010026
Hexacosanoyl-CoA (n-C26:0CoA)	FHLYYFPJDVYWQH-CPIGOPAHSA-N	64868	HMDB06459		25246198	
hexacosanoyl carnitine	KOCKWDDTAHPJSX-UHFFFAOYSA-N		HMDB06347		53477828	
7,10-hexadecadienoylcoa						
7-hexadecenoylcoa						
2,4,7,10-hexadecatetraenoylcoa						
hexadecanediocacid	QQHJDPROMQRDLA-UHFFFAOYSA-N		HMDB00672	C19615	10459	LMFA01170022
hexadecanedioylcoa						
2,4,7,10,13-hexadecapentaenoylcoa						
7,10,13-hexadecatrienoylcoa						
3-hexenoylcoa	SKDDJNFRAZIJIG-PFNGVMQSSA-N		HMDB06522		53477848	
homogentisate	IGMNYECMUMZDDF-UHFFFAOYSA-N	44747	HMDB00130	C00544	780	
L-histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N	15971	HMDB00177	C00135	6274	
histamium	NTYJJOPFIAHURM-UHFFFAOYSA-N	18295	HMDB00870	C00388	774	
Hydroxymethylbilane	WDFJYRZCZIUBPR-UHFFFAOYSA-N	16645	HMDB01137	C01024	788	
Hydroxymethylglutaryl-CoA	CABVTRNMFUVUDM-VRHQGPGLSA-N	15467	HMDB01375	C00356	439218	
hydroxy nifedipine						
L-homoserine	UKAUYVFTDYCKQA-VKHMYHEASA-N	15699	HMDB00719	C00263	12647	
Homovanillate	QRMZSPFSDQBLIX-UHFFFAOYSA-N	545959	HMDB00118	C05582	1738	
margarate	KEMQGTRYUADPNZ-UHFFFAOYSA-N	32365	HMDB02259		10465	LMFA01010017
heptadecanoyl coa	DRABUZIHHACUPI-DUPKZGIXSA-N		HMDB06497		3082004	
heptadecanoyl carnitine	DWSFAVOTORHAAL-UHFFFAOYSA-N		HMDB06210		53477803	
3-hydroxypyruvate	HHDDCCUIIUWNGJ-UHFFFAOYSA-N	30841	HMDB01352	C00168	964	
4 hydroxy retinoic acid	KGUMXGDKXYTTEY-FRCNGJHJSA-N	63795	HMDB06254	C16677	6438629	LMPR01090025
heparan sulfate, free chain		28815				
heparan sulfate, degradation product 1						
heparan sulfate, degradation product 10						
heparan sulfate, degradation product 11						
heparan sulfate, degradation product 12						
heparan sulfate, degradation product 13						
heparan sulfate, degradation product 14						
heparan sulfate, degradation product 15						
heparan sulfate, degradation product 16						
heparan sulfate, degradation product 17						
heparan sulfate, degradation product 18						
heparan sulfate, degradation product 19						
heparan sulfate, degradation product 2						
heparan sulfate, degradation product 20						
IdoA2S-beta-1,4-GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose						
IdoA-beta-1,4-GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose						
GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose						
GlcNAc-GlcA-(Gal)2-Xyl						
GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose						
heparan sulfate, degradation product 3						
heparan sulfate, degradation product 4						
heparan sulfate, degradation product 5						
heparan sulfate, degradation product 6						
heparan sulfate, degradation product 7						
heparan sulfate, degradation product 8						
heparan sulfate, degradation product 9						
heparan sulfate, precursor 1						
